trend,length,std,skew,kurt,turn,step,nonlin,maxSpec,ff,acf1,acf2,pacf1,pacf2,season
0.87806542,69,0.104714098,0.153338588,2.723433874,0.579710145,0.072463768,0.475353838,478738.0664,7,0.596691323,0.561222343,0.638684556,0.364859531,0.633356788
0.806966961,69,0.029564852,-0.098859794,2.920177669,0.565217391,0.086956522,0.55230833,499141.3062,1,0.500632013,0.380713918,0.510931925,0.201818708,0.766203915
0.151104459,69,0.130122042,-0.261975937,3.399835244,0.666666667,0.072463768,0.755251122,389028.9674,4,-0.172598156,-0.026685858,-0.129096607,-0.082284076,0.695384011
0.22058171,69,0.201097586,-0.179971098,3.648868986,0.594202899,0.086956522,0.644991526,554095.5602,1,-0.022731679,0.003397187,-0.004540306,-0.021996588,0.759272381
0.014809334,69,0.024657857,-0.446202016,3.32958587,0.695652174,0.057971014,0.699898703,978008.9735,1,-0.087582193,-0.118813683,-0.094505791,-0.137742197,0.791079462
0.198722798,69,0.075792545,0.228807987,3.188718127,0.608695652,0.072463768,0.776134419,729884.9744,1,-0.138781017,0.155113217,-0.129731683,0.103563363,0.772391532
0.309551366,69,0.020711325,-0.027363792,3.084041442,0.666666667,0.072463768,0.9045154,280133.4303,3,-0.123751371,0.073690722,-0.067459649,0.062403821,0.695254585
0.69050537,69,0.250249629,0.210705555,2.595792449,0.449275362,0.028985507,0.608953006,1759276.808,1,0.457348514,0.30163516,0.487364959,0.169029366,0.649442041
0.860469303,69,0.431523746,0.268165408,3.548805169,0.695652174,0.057971014,0.388543267,1624592.555,3,0.613298277,0.630943913,0.666924682,0.443532838,0.733638269
0.785838121,69,0.761527598,-0.242536097,4.218815561,0.68115942,0.028985507,0.563128624,1089928.449,3,0.596183167,0.527677557,0.57213711,0.30665079,0.725676971
0.076622054,68,0.151175156,0.131952466,3.546376424,0.441176471,0.058823529,0.664378893,3710316.179,4,0.294032936,-0.032422553,0.29732967,-0.133888992,0.595194518
0.758784341,69,0.375998526,0.21909285,2.729673194,0.52173913,0.028985507,0.255604465,369830.1779,3,0.504149497,0.54097025,0.565303546,0.381483547,0.752396606
0.687006809,69,0.195857432,0.090401012,1.975867014,0.695652174,0.043478261,0.600765739,1823203.682,6,0.28508632,0.270469271,0.286849455,0.211805114,0.749276668
0.080952376,69,0.800077652,0.565278132,4.497768445,0.623188406,0.028985507,0.551797791,8236512.52,3,-0.111990886,-0.09386784,-0.130246128,-0.095838969,0.485078029
0.146444378,69,0.025440627,0.195107775,3.018916303,0.608695652,0.101449275,0.738000557,3983341.885,2,0.027488108,0.056422731,0.027592816,0.073909756,0.457314781
0.461187665,69,0.011453062,-0.122977496,2.768399375,0.536231884,0.043478261,0.813383221,1442309.518,6,0.23217551,0.104859391,0.236047224,0.095871977,0.507953407
0.257333356,69,0.064564737,0.160923514,2.585338936,0.623188406,0.086956522,0.613514193,573396.9496,4,-0.007447699,0.039413372,0.002273916,0.002087872,0.656846708
0.297930699,69,0.177146454,-0.11542152,2.475564712,0.739130435,0.043478261,0.695054068,3177164.033,3,0.04734527,0.089487668,0.05607759,0.082555527,0.612135578
0.657347343,69,0.253401362,0.579353844,3.564636494,0.68115942,0.101449275,0.642124506,551239.4843,2,0.368982982,0.344592545,0.375529579,0.260489917,0.752843413
0.119456853,68,1.155711843,1.798229185,9.307772429,0.705882353,0.044117647,0.210434732,4442600.822,3,0.049802412,0.088041094,0.050633323,0.085751521,0.464560585
0.056212232,69,0.171885289,-0.071740634,2.932457484,0.666666667,0.115942029,0.741092336,3166276.197,3,-0.176388356,-0.192391782,-0.147221154,-0.244424463,0.535369814
0.288171148,69,0.080616967,0.270558578,3.553498436,0.739130435,0.086956522,0.771575056,1535515.545,1,-0.248249787,0.092257936,-0.272554534,0.025663423,0.674478468
0.157879211,69,0.109534653,-0.24780819,2.49326129,0.608695652,0.072463768,0.848960343,502567.7295,2,-0.011112039,-0.036655216,0.036308127,-0.057958705,0.642813748
0.48879274,69,0.253649858,0.104344296,2.185407504,0.608695652,0.028985507,0.65307554,240795.2793,4,0.202806129,0.226307283,0.237221899,0.175334674,0.657211381
0.216565939,69,0.149418697,0.160533458,2.69941598,0.623188406,0.072463768,0.733023723,500504.5642,2,0.076760234,-0.009416713,0.097208206,-0.041447157,0.723064536
0.188928725,69,0.059918999,-0.467407393,2.475891146,0.565217391,0.086956522,0.745824628,1815412.054,4,0.018598898,-0.062069948,0.017098792,-0.072434784,0.596963879
0.533373794,69,0.064741664,0.692901225,3.142587565,0.666666667,0.101449275,0.604908568,1957980.657,2,0.393383185,0.371891866,0.399654878,0.267425117,0.548540825
0.509598169,69,0.30708699,0.033276211,2.819419688,0.666666667,0.043478261,0.680520572,289871.2997,4,0.087522969,0.114872534,0.108564733,0.108098356,0.620295052
0.35914827,69,0.326259126,0.11892217,2.385201791,0.623188406,0.014492754,0.844686762,444079.9997,3,0.036073909,0.059522141,0.003866737,0.068696953,0.551738781
0.050024443,69,0.251912703,0.026829971,2.605597097,0.623188406,0.057971014,0.915044859,1641987.829,1,-0.281685293,0.009364151,-0.293602216,-0.086045363,0.675151689
0.039802552,69,0.130306994,0.029357198,3.552849925,0.623188406,0.072463768,0.675270451,1424409.086,4,-0.129152598,0.090950169,-0.127752559,0.053303967,0.584473882
0.12951115,69,0.208337138,-0.211826816,4.017344541,0.594202899,0.072463768,0.746995776,3816952.537,1,0.041716363,-0.310096561,0.049079966,-0.29892568,0.527022801
0.156390833,69,0.449749264,0.703347537,4.846808804,0.623188406,0.130434783,0.911346771,4184494.744,2,-0.130020873,0.058545919,-0.132996515,0.04176785,0.644287653
0.103932987,69,0.218847873,0.427444977,2.549710376,0.579710145,0.028985507,0.843813815,1829450.594,6,-0.160841905,-0.045949125,-0.159381373,-0.072665343,0.562996545
0.468866196,69,0.184074603,-0.2142498,3.023152128,0.565217391,0.057971014,0.660400069,2001403.523,1,0.199367144,0.258997006,0.21188417,0.252997084,0.629537705
0.415124998,69,0.186947726,0.116891491,2.30982529,0.68115942,0.043478261,0.801851677,6441305.999,2,0.095655477,0.053182193,0.067233077,0.130201207,0.565422105
0.106089304,69,0.008197961,0.097975809,2.914599313,0.623188406,0.086956522,0.885856331,2180188.438,2,-0.199538826,0.142286513,-0.200959153,0.115186506,0.653949001
0.058775133,69,0.236950916,0.990550218,4.135194305,0.623188406,0.086956522,0.655417005,3170832.703,6,-0.099976194,-0.0605676,-0.101311658,-0.071822702,0.55030037
0.156870839,69,0.114775229,0.244509411,2.886731734,0.68115942,0.057971014,0.807464666,2184158.394,3,-0.037431177,-0.054446502,-0.006577748,-0.053455355,0.595361301
0.608993375,141,0.285027493,-0.264278237,2.514089293,0.475177305,0.120567376,0.309188396,2452861.008,1,0.775345813,0.525695195,0.791040659,-0.216009534,0.70739394
0.693607036,144,0.023013881,-0.293190419,2.979202816,0.604166667,0.069444444,0.461497357,4931933.807,1,0.521630626,0.432619116,0.524750555,0.2284895,0.698432604
0.839528738,144,0.112341325,-0.249681997,3.097633413,0.583333333,0.104166667,0.491071306,846785.1,1,0.655366374,0.449191599,0.664484011,0.065467045,0.844761389
0.75539061,144,0.170516036,-0.174314961,3.364650379,0.5625,0.076388889,0.516184972,1532782.937,2,0.572505151,0.306471012,0.583483712,-0.008362566,0.752937083
0.769434532,144,0.066967834,0.018259554,2.682161064,0.618055556,0.097222222,0.498186658,721331.6606,1,0.66563278,0.432214787,0.668209542,-0.006627853,0.890251414
0.503133595,144,0.410965399,0.489638022,4.329134585,0.513888889,0.090277778,0.175028005,197019.2774,2,0.545952915,0.290012425,0.548770109,-0.013927913,0.90558734
0.621379515,141,0.259304049,0.003468233,2.939167978,0.65248227,0.106382979,0.574092747,156395.5679,3,0.214041369,0.134208327,0.203203622,0.065307601,0.858373616
0.393232219,140,0.073285691,-1.950244765,12.47417674,0.571428571,0.057142857,0.16184121,592312.641,1,0.565049907,0.178177526,0.568688481,-0.216990131,0.894406804
0.203370101,134,0.025198171,0.133456513,3.342722987,0.559701493,0.059701493,0.011755996,2254297.95,1,0.812792295,0.413108402,0.811311847,-0.752123215,0.991738076
0.693241497,144,0.291322789,-1.026009247,6.21289878,0.583333333,0.041666667,0.143849338,156429.78,2,0.616839849,0.463612444,0.619976506,0.128690909,0.910899924
0.501384513,144,0.401390015,-0.161443968,3.21247667,0.631944444,0.069444444,0.227995611,318601.7998,2,0.732658433,0.45943087,0.721922407,-0.194991904,0.940133625
0.781213069,140,0.278252489,0.187907407,3.993892235,0.642857143,0.078571429,0.376439929,1204501.583,2,0.452959355,0.422671702,0.471730779,0.306597785,0.687922978
0.783969072,144,0.045116402,-0.154575167,2.88558034,0.618055556,0.048611111,0.493572992,1857355.518,2,0.580060779,0.295890831,0.576249501,-0.062071074,0.791249394
0.80357306,134,0.099955231,0.057592663,2.609861936,0.365671642,0.097014925,0.229394578,1612119.867,4,0.880546437,0.715876853,0.887583964,-0.319757953,0.671914641
0.527401294,144,0.018434421,-0.366066249,2.609829628,0.548611111,0.097222222,0.481805881,12479560.07,1,0.615222205,0.256462963,0.621352572,-0.204337863,0.728173948
0.537248683,144,0.101722333,0.114117261,3.356786228,0.493055556,0.118055556,0.223474958,7298878.181,1,0.833477779,0.72230858,0.839487262,0.083421507,0.342335397
0.104411454,144,0.463047372,0.548220933,3.836784979,0.618055556,0.055555556,0.542796219,2790773.593,3,0.131214163,-0.403278592,0.130563622,-0.43354825,0.851814631
0.724294999,139,1.217363489,2.586829489,21.79228381,0.604316547,0.050359712,0.212981015,80603.47128,12,0.264179192,-0.052082738,0.264247933,-0.135373983,0.917609875
-0.028970655,139,0.210498344,0.03668466,4.027382592,0.54676259,0.086330935,0.043823015,906762.4359,3,0.375866914,-0.087419753,0.377174602,-0.270545049,0.935034228
0.613875164,139,0.139332597,-0.198356104,2.940711042,0.388489209,0.079136691,0.143410363,10181102.91,4,0.746745586,0.356332642,0.764220809,-0.491437938,0.924662198
0.289109722,144,0.056347928,0.280932263,3.283713735,0.583333333,0.048611111,0.426448144,7199675.73,4,0.50250096,0.002649481,0.50619632,-0.345580541,0.854283814
0.58089943,144,0.25694311,0.619328059,9.310164263,0.618055556,0.069444444,0.837079414,507085.402,2,0.111903487,0.195366462,0.119767717,0.192771126,0.77747811
0.421788307,144,0.499335121,0.367794695,3.401194872,0.645833333,0,0.094482346,3493611.719,2,0.696284613,0.274384992,0.710733813,-0.433502744,0.923418208
0.897753009,144,0.366171521,-0.428707431,3.014652982,0.5,0.118055556,0.023877821,10708484.8,1,0.931704239,0.908220277,0.942414588,0.296284522,0.351242058
0.374612781,144,0.903717177,0.371191967,4.768151032,0.513888889,0.048611111,0.36912976,1568712.061,1,0.479047448,0.348317913,0.48294893,0.161738285,0.578848812
0.555762724,144,0.118347577,0.18605344,2.521850515,0.597222222,0.076388889,0.553911858,9667684.477,1,0.516072252,0.495186994,0.501502972,0.299008457,0.51119467
0.960818697,144,0.115663226,-1.244293586,7.6704285,0.458333333,0.083333333,0.031613064,62852.45305,3,0.911984171,0.852810061,0.944634366,0.172840986,0.323889471
0.374616174,144,0.104413569,-0.005008377,3.1758008,0.673611111,0.048611111,0.626311542,4765811.769,2,0.180100668,0.35785498,0.176538862,0.331388955,0.546369798
0.62859594,144,0.445347655,-0.372788707,3.4585674,0.638888889,0.055555556,0.536299385,824386.4492,2,0.466596951,0.387720199,0.526305601,0.232353606,0.553060372
0.785589077,144,0.445538941,-2.593167272,22.49822069,0.388888889,0.138888889,0.075675948,177930.4834,1,0.701109,0.641988394,0.624236161,0.289006373,0.562957629
0.750997803,144,0.464440505,-0.350066716,3.130252522,0.520833333,0.173611111,0.086566032,5166907.516,1,0.800196235,0.725717312,0.811549697,0.272344245,0.385230795
0.899662431,134,0.409772659,0.523015747,3.268233178,0.320895522,0.082089552,0.026052157,4589517.893,2,0.904160648,0.811223784,0.931527409,-0.174921188,0.337025298
0.41680653,144,0.182973544,-0.311792435,2.473908793,0.513888889,0.069444444,0.317599762,1569003.519,2,0.739259166,0.583289863,0.746114235,0.087211634,0.302630653
0.652175994,140,0.168086346,0.02242447,2.155064059,0.542857143,0.021428571,0.280286373,646375.8194,3,0.850158863,0.761322027,0.84005843,0.125984247,0.295582157
0.395377134,144,0.180447121,-0.321306196,2.474260532,0.611111111,0.097222222,0.349238954,2028801.105,5,0.659804899,0.550642738,0.674733107,0.166376781,0.356364739
0.856464816,144,0.532726641,0.658279867,3.252011435,0.506944444,0.180555556,0.056583266,3623763.883,2,0.933557059,0.894604012,0.944827283,0.161147539,0.18585173
0.496832671,139,1.988221635,1.43963642,6.426723455,0.438848921,0.057553957,0.029134662,11909466.97,2,0.89741923,0.810508819,0.907093424,0.000908322,0.235140286
0.385477529,96,0.262078207,-0.632854036,3.780264279,0.541666667,0.09375,0.536248515,1097763.09,1,0.595792388,0.403692474,0.599807585,0.058053714,0.410842501
0.692145626,144,0.209426057,-0.326184585,3.003540318,0.604166667,0.0625,0.269077474,372184.1375,1,0.819005428,0.701334057,0.828593418,0.125464838,0.360426257
0.689693936,144,0.032755458,0.072328164,3.205257781,0.472222222,0.097222222,0.292254532,532415.3714,1,0.821374058,0.668333384,0.808206159,-0.049494001,0.440394891
0.902737039,134,0.076424003,-0.100023966,2.209761435,0.380597015,0.074626866,0.021876979,271417.4964,2,0.97536445,0.952919202,0.985973073,-0.140254762,0.060408996
0.304734969,133,0.569954015,-0.015365869,4.258887848,0.172932331,0.180451128,0.143391334,404025.2159,1,0.91554781,0.732077795,0.916188379,-0.708028489,0.358819167
0.180112695,144,0.406264761,0.074871873,2.906377094,0.555555556,0.138888889,0.421648026,1247005330,1,0.549345475,0.36401048,0.558691658,0.086613116,0.37237597
0.553752513,134,0.214206452,0.563689093,2.976575475,0.432835821,0.111940299,0.076314472,12374345.77,1,0.944115401,0.877413962,0.951758766,-0.264068476,0.13985339
0.316211251,144,0.003510084,0.728115712,4.491201082,0.597222222,0.069444444,0.576663507,7425939.364,1,0.40430572,0.388511581,0.417989131,0.276835859,0.503063061
0.087084475,144,0.038073194,0.269674956,2.954136349,0.604166667,0.104166667,0.62750567,28831054.53,2,0.50690823,0.335316642,0.509474166,0.117060922,0.46072321
0.186075099,144,0.05346151,0.251900539,2.620126942,0.673611111,0.013888889,0.571243594,5342684.798,3,0.192900479,0.248520072,0.19699989,0.222598977,0.520696778
0.501393551,144,0.250062449,0.222962887,3.846185966,0.527777778,0.104166667,0.550330405,1713393.942,9,0.325687071,0.179665923,0.330061717,0.080780915,0.554504492
0.391335722,133,0.182394491,0.807107253,6.222603456,0.691729323,0.067669173,0.55418254,4738970.932,2,0.292692974,0.34353997,0.275349426,0.255749914,0.510860172
0.416325074,134,0.198834116,0.251764813,3.939522169,0.514925373,0.044776119,0.276121751,1977223.103,1,0.812665864,0.609562234,0.820842121,-0.171357599,0.395179401
0.803754799,144,0.038071942,0.233269437,3.59457364,0.604166667,0.069444444,0.521957193,164597.3095,2,0.488448523,0.570644204,0.492351834,0.467134282,0.720714046
0.230914757,144,0.436409709,0.086760117,1.773908274,0.298611111,0.083333333,0.06073218,16267579.09,1,0.638848648,0.327729739,0.643679506,-0.141216334,0.850952915
0.047406727,144,0.065904391,-0.843447206,7.867104106,0.388888889,0.083333333,0.40379581,300472541,2,0.588759827,0.152189297,0.590957247,-0.304223683,0.912654003
0.320141459,133,0.452245615,0.085074753,3.61309135,0.556390977,0.060150376,0.237770766,4080073.489,1,0.734042221,0.311967375,0.718953594,-0.450683726,0.912109248
0.787177176,144,1.429056613,-0.950272592,4.795116033,0.479166667,0.055555556,0.124561941,350546.7831,2,0.895844276,0.811206209,0.8993354,-0.001896708,0.354494723
0.271074489,144,0.567224419,0.328165875,3.718834239,0.659722222,0.0625,0.519266816,971645.6261,2,0.295550614,0.311108885,0.29576132,0.243365559,0.61220755
0.503788154,144,0.586415409,0.241143114,4.238051372,0.493055556,0.041666667,0.365763607,139735.0014,1,0.70185466,0.392031062,0.709740273,-0.192302336,0.600852594
0.161377208,134,0.2246523,1.160240655,6.254313755,0.664179104,0.052238806,0.417220827,11942240.16,1,0.209848019,0.275967166,0.226054313,0.2740389,0.385283837
0.789616378,141,0.905732046,-0.241996246,3.513074032,0.453900709,0.028368794,0.048113638,4047056.789,1,0.895018755,0.812279945,0.918904553,0.04470469,0.169180222
0.09053217,144,0.319329523,3.586844011,29.65116363,0.541666667,0.055555556,0.211699943,7541748.277,2,0.264840923,0.151154529,0.266703515,0.087459092,0.521834557
0.294270893,144,0.051250073,1.093249578,4.873533318,0.694444444,0.097222222,0.487944287,893003.0166,3,0.324255958,0.095218446,0.322742445,-0.010127257,0.755816179
